Date,Real Price,Real Dividend,Real Earnings
1871.01,85.88,5.03,7.74
1871.02,84.46,4.88,7.51
1871.03,85.26,4.81,7.40
1871.04,90.98,4.99,7.68
1871.05,95.46,5.11,7.86
1871.06,96.16,5.19,7.98
1871.07,94.37,5.19,7.98
1871.08,97.09,5.27,8.11
1871.09,95.81,5.15,7.92
1871.10,89.46,5.07,7.80
1871.11,90.43,5.07,7.80
1871.12,90.30,4.95,7.62
1872.01,92.58,5.02,7.67
1872.02,92.97,5.08,7.72
1872.03,94.59,5.07,7.65
1872.04,95.11,5.02,7.53
1872.05,95.11,5.08,7.57
1872.06,94.88,5.18,7.68
1872.07,95.72,5.32,7.84
1872.08,93.90,5.34,7.82
1872.09,91.55,5.36,7.81
1872.10,93.97,5.55,8.04
1872.11,90.88,5.45,7.85
1872.12,94.46,5.59,8.01
1873.01,95.20,5.64,8.06
1873.02,93.87,5.56,7.93
1873.03,93.15,5.61,7.97
1873.04,91.87,5.65,8.02
1873.05,94.08,5.82,8.24
1873.06,95.59,6.05,8.54
1873.07,95.40,6.09,8.59
1873.08,95.40,6.14,8.64
1873.09,88.10,6.19,8.69
1873.10,82.30,6.38,8.94
1873.11,81.89,6.64,9.27
1873.12,87.49,6.53,9.11
1874.01,90.82,6.43,8.97
1874.02,93.55,6.43,8.97
1874.03,92.19,6.43,8.97
1874.04,91.05,6.53,9.11
1874.05,89.38,6.58,9.18
1874.06,91.13,6.74,9.40
1874.07,90.40,6.69,9.32
1874.08,91.34,6.74,9.40
1874.09,92.77,6.74,9.40
1874.10,94.08,6.85,9.55
1874.11,95.69,6.91,9.63
1874.12,95.07,6.91,9.63
1875.01,95.07,6.86,9.46
1875.02,94.86,6.81,9.28
1875.03,96.11,6.75,9.11
1875.04,96.57,6.65,8.86
1875.05,95.17,6.76,8.91
1875.06,94.85,6.82,8.88
1875.07,95.07,6.77,8.70
1875.08,94.69,6.66,8.44
1875.09,94.63,6.66,8.34
1875.10,93.12,6.60,8.16
1875.11,95.45,6.61,8.04
1875.12,96.28,6.61,7.93
1876.01,99.13,6.67,7.85
1876.02,100.46,6.67,7.71
1876.03,100.24,6.67,7.56
1876.04,97.31,6.73,7.47
1876.05,97.16,6.97,7.59
1876.06,99.20,7.17,7.65
1876.07,98.00,7.17,7.49
1876.08,93.06,7.10,7.26
1876.09,86.57,7.04,7.04
1876.10,84.53,6.91,6.76
1876.11,82.17,6.85,6.54
1876.12,80.27,6.73,6.28
1877.01,78.21,6.41,6.21
1877.02,75.56,6.37,6.41
1877.03,75.06,6.45,6.75
1877.04,67.72,6.06,6.60
1877.05,66.51,5.75,6.52
1877.06,65.26,5.86,6.93
1877.07,67.49,5.58,6.91
1877.08,75.03,5.58,7.21
1877.09,80.48,5.40,7.33
1877.10,82.22,5.17,7.37
1877.11,82.60,5.05,7.56
1877.12,82.35,4.81,7.60
1878.01,84.89,4.94,7.86
1878.02,83.93,4.97,7.96
1878.03,87.33,5.05,8.15
1878.04,90.72,5.09,8.26
1878.05,94.03,5.23,8.56
1878.06,98.18,5.33,8.78
1878.07,99.07,5.24,8.71
1878.08,97.13,5.16,8.63
1878.09,99.10,5.14,8.66
1878.10,99.07,5.17,8.78
1878.11,99.91,5.21,8.90
1878.12,101.64,5.30,9.13
1879.01,104.26,5.29,9.20
1879.02,106.82,5.28,9.26
1879.03,106.30,5.39,9.54
1879.04,111.07,5.50,9.82
1879.05,116.08,5.55,9.99
1879.06,118.04,5.66,10.28
1879.07,119.03,5.65,10.34
1879.08,119.91,5.69,10.51
1879.09,120.14,5.55,10.32
1879.10,126.15,5.30,9.93
1879.11,126.17,5.08,9.58
1879.12,122.21,4.97,9.44
1880.01,123.31,4.95,9.39
1880.02,125.48,5.07,9.61
1880.03,126.69,5.14,9.74
1880.04,128.67,5.46,10.35
1880.05,122.08,5.76,10.90
1880.06,125.12,6.01,11.36
1880.07,130.87,6.14,11.60
1880.08,135.57,6.27,11.84
1880.09,133.92,6.33,11.96
1880.10,137.80,6.46,12.20
1880.11,143.58,6.53,12.31
1880.12,147.97,6.59,12.42
1881.01,158.42,6.78,12.43
1881.02,156.33,6.84,12.20
1881.03,158.10,6.97,12.10
1881.04,156.04,7.02,11.87
1881.05,164.69,7.22,11.89
1881.06,166.72,7.35,11.78
1881.07,159.30,7.40,11.56
1881.08,152.51,7.38,11.23
1881.09,148.00,7.22,10.71
1881.10,144.28,7.27,10.52
1881.11,146.58,7.46,10.52
1881.12,142.31,7.58,10.42
1882.01,140.18,7.58,10.40
1882.02,135.83,7.51,10.28
1882.03,135.60,7.51,10.26
1882.04,134.36,7.44,10.15
1882.05,131.52,7.37,10.04
1882.06,129.65,7.30,9.93
1882.07,138.20,7.37,10.00
1882.08,141.07,7.30,9.89
1882.09,146.39,7.51,10.15
1882.10,143.73,7.58,10.22
1882.11,138.88,7.65,10.30
1882.12,140.92,7.72,10.38
1883.01,140.20,7.74,10.32
1883.02,135.77,7.69,10.16
1883.03,138.75,7.78,10.20
1883.04,143.01,7.88,10.23
1883.05,141.94,7.98,10.27
1883.06,147.46,8.23,10.51
1883.07,148.14,8.42,10.66
1883.08,141.42,8.45,10.60
1883.09,144.45,8.55,10.64
1883.10,140.53,8.58,10.58
1883.11,144.10,8.69,10.62
1883.12,139.48,8.62,10.45
1884.01,135.31,8.58,10.25
1884.02,138.96,8.53,10.06
1884.03,138.44,8.49,9.86
1884.04,134.95,8.62,9.87
1884.05,126.69,8.76,9.88
1884.06,121.51,8.72,9.67
1884.07,122.83,8.77,9.57
1884.08,130.54,8.72,9.36
1884.09,127.80,8.77,9.26
1884.10,125.00,8.82,9.15
1884.11,125.25,8.97,9.14
1884.12,126.39,9.03,9.03
1885.01,123.48,8.86,8.93
1885.02,125.82,8.59,8.73
1885.03,129.04,8.62,8.84
1885.04,127.27,8.35,8.64
1885.05,128.77,8.37,8.74
1885.06,131.26,8.39,8.85
1885.07,134.53,8.12,8.65
1885.08,142.07,7.94,8.55
1885.09,141.95,7.86,8.55
1885.10,150.19,7.68,8.45
1885.11,158.05,7.41,8.24
1885.12,153.20,7.07,7.95
1886.01,156.85,7.19,8.29
1886.02,159.86,7.14,8.45
1886.03,158.43,7.17,8.70
1886.04,158.20,7.21,8.96
1886.05,158.99,7.34,9.34
1886.06,168.38,7.38,9.62
1886.07,168.81,7.23,9.66
1886.08,167.98,7.09,9.70
1886.09,172.35,7.04,9.85
1886.10,176.73,6.98,10.01
1886.11,181.11,6.93,10.17
1886.12,174.27,6.80,10.20
1887.01,168.31,6.71,10.03
1887.02,165.14,6.71,9.99
1887.03,169.01,6.78,10.06
1887.04,172.89,6.86,10.13
1887.05,175.87,6.93,10.21
1887.06,172.83,7.09,10.41
1887.07,170.64,7.25,10.61
1887.08,164.39,7.24,10.56
1887.09,164.23,7.40,10.76
1887.10,156.85,7.39,10.71
1887.11,157.98,7.38,10.66
1887.12,153.48,7.28,10.48
1888.01,152.89,7.15,10.13
1888.02,153.77,7.18,10.00
1888.03,147.94,7.14,9.76
1888.04,150.25,7.17,9.63
1888.05,154.11,7.20,9.49
1888.06,151.12,7.24,9.35
1888.07,153.21,7.10,8.99
1888.08,156.49,7.06,8.74
1888.09,160.37,7.00,8.50
1888.10,157.62,6.87,8.15
1888.11,152.60,6.75,7.81
1888.12,149.69,6.70,7.57
1889.01,158.05,6.91,7.94
1889.02,161.79,6.97,8.14
1889.03,160.37,7.03,8.34
1889.04,160.06,7.00,8.44
1889.05,168.49,7.15,8.76
1889.06,171.34,7.13,8.87
1889.07,167.86,7.10,8.97
1889.08,170.07,7.07,9.08
1889.09,172.04,6.96,9.07
1889.10,168.91,6.93,9.17
1889.11,167.35,6.91,9.28
1889.12,164.38,6.80,9.27
1890.01,170.39,6.97,9.48
1890.02,168.49,6.97,9.45
1890.03,167.22,6.97,9.42
1890.04,170.71,6.97,9.40
1890.05,175.80,6.88,9.25
1890.06,174.54,6.88,9.23
1890.07,173.29,6.88,9.20
1890.08,163.18,6.64,8.85
1890.09,158.58,6.56,8.72
1890.10,151.43,6.56,8.70
1890.11,143.78,6.72,8.88
1890.12,140.42,6.72,8.85
1891.01,149.55,6.80,9.09
1891.02,149.58,6.72,9.11
1891.03,145.08,6.64,9.12
1891.04,148.15,6.56,9.14
1891.05,149.31,6.64,9.37
1891.06,149.86,6.80,9.73
1891.07,149.21,6.88,9.98
1891.08,154.21,6.88,10.11
1891.09,168.81,6.97,10.37
1891.10,168.81,6.97,10.51
1891.11,168.38,7.06,10.77
1891.12,173.51,7.06,10.90
1892.01,181.31,7.30,11.27
1892.02,181.64,7.35,11.35
1892.03,188.51,7.60,11.74
1892.04,190.71,7.76,11.98
1892.05,190.71,7.82,12.07
1892.06,189.69,7.88,12.15
1892.07,184.69,7.72,11.92
1892.08,184.93,7.68,11.85
1892.09,180.32,7.73,11.93
1892.10,183.94,7.79,12.01
1892.11,178.64,7.64,11.79
1892.12,174.51,7.60,11.72
1893.01,171.25,7.35,11.01
1893.02,166.20,7.29,10.61
1893.03,164.07,7.49,10.58
1893.04,166.10,7.61,10.43
1893.05,153.29,7.73,10.27
1893.06,149.75,7.96,10.23
1893.07,139.35,8.19,10.19
1893.08,141.61,8.56,10.30
1893.09,145.69,8.25,9.58
1893.10,148.07,8.17,9.16
1893.11,154.39,8.42,9.09
1893.12,151.00,8.56,8.90
1894.01,152.02,8.68,8.86
1894.02,156.30,8.68,8.68
1894.03,165.61,8.81,8.63
1894.04,167.81,8.69,8.32
1894.05,161.57,8.57,8.02
1894.06,159.37,8.45,7.71
1894.07,156.06,8.32,7.41
1894.08,157.38,7.97,6.90
1894.09,157.65,7.74,6.51
1894.10,157.09,7.84,6.40
1894.11,157.09,7.72,6.09
1894.12,157.90,7.71,5.88
1895.01,156.06,7.65,6.15
1895.02,153.86,7.59,6.43
1895.03,153.86,7.53,6.70
1895.04,153.78,7.15,6.69
1895.05,160.01,7.00,6.85
1895.06,160.92,6.85,7.02
1895.07,163.82,6.88,7.38
1895.08,168.56,6.92,7.74
1895.09,169.62,6.86,8.01
1895.10,167.15,6.80,8.27
1895.11,161.52,6.75,8.53
1895.12,154.16,6.78,8.92
1896.01,154.56,6.85,8.93
1896.02,163.41,6.91,8.93
1896.03,160.84,6.89,8.81
1896.04,164.69,6.96,8.82
1896.05,166.39,7.03,8.82
1896.06,165.84,7.10,8.83
1896.07,155.09,7.07,8.70
1896.08,146.26,7.04,8.57
1896.09,153.94,7.01,8.45
1896.10,152.77,6.77,8.07
1896.11,158.54,6.54,7.72
1896.12,152.75,6.52,7.60
1897.01,157.24,6.71,8.13
1897.02,155.75,6.71,8.45
1897.03,156.12,6.71,8.76
1897.04,153.54,6.81,9.20
1897.05,156.63,6.91,9.66
1897.06,163.92,6.91,9.98
1897.07,171.22,6.91,10.30
1897.08,174.42,6.61,10.16
1897.09,177.72,6.42,10.17
1897.10,174.46,6.52,10.62
1897.11,168.31,6.52,10.92
1897.12,171.93,6.52,11.22
1898.01,176.64,6.58,11.34
1898.02,173.79,6.54,11.30
1898.03,165.94,6.60,11.42
1898.04,163.08,6.66,11.54
1898.05,162.36,6.28,10.89
1898.06,180.57,6.78,11.78
1898.07,183.87,6.94,12.06
1898.08,190.75,7.00,12.19
1898.09,190.39,7.06,12.31
1898.10,186.41,7.12,12.43
1898.11,192.56,7.18,12.55
1898.12,201.63,7.14,12.49
1899.01,216.97,7.17,12.88
1899.02,219.01,7.00,12.90
1899.03,222.13,7.03,13.28
1899.04,221.87,6.96,13.47
1899.05,212.63,6.99,13.84
1899.06,205.06,6.93,14.02
1899.07,209.36,6.86,14.20
1899.08,211.91,6.80,14.37
1899.09,201.75,6.57,14.17
1899.10,198.32,6.52,14.34
1899.11,199.61,6.46,14.50
1899.12,183.77,6.41,14.65
1900.01,186.21,6.64,14.65
1900.02,187.31,6.79,14.48
1900.03,188.82,7.01,14.48
1900.04,191.23,7.24,14.48
1900.05,186.63,7.65,14.83
1900.06,183.30,7.98,15.01
1900.07,181.07,8.11,14.83
1900.08,185.81,8.45,15.01
1900.09,179.21,8.57,14.83
1900.10,187.99,8.91,15.01
1900.11,202.70,9.15,15.01
1900.12,217.58,9.50,15.20
1901.01,221.15,9.44,15.07
1901.02,229.62,9.61,15.31
1901.03,237.85,9.66,15.36
1901.04,261.07,9.84,15.61
1901.05,247.92,9.89,15.66
1901.06,272.61,9.94,15.72
1901.07,251.15,9.87,15.57
1901.08,251.49,9.80,15.43
1901.09,247.19,9.73,15.29
1901.10,244.41,9.79,15.35
1901.11,246.65,9.72,15.21
1901.12,239.80,9.65,15.08
1902.01,247.88,9.79,15.59
1902.02,250.01,9.82,15.93
1902.03,250.32,9.84,16.26
1902.04,255.78,9.75,16.39
1902.05,252.18,9.66,16.52
1902.06,247.77,9.58,16.65
1902.07,253.37,9.60,16.96
1902.08,263.21,9.74,17.49
1902.09,260.74,9.65,17.60
1902.10,236.02,9.04,16.75
1902.11,234.58,9.37,17.63
1902.12,226.63,9.29,17.74
1903.01,235.55,9.24,17.31
1903.02,234.16,9.28,17.08
1903.03,232.64,9.65,17.42
1903.04,223.14,9.69,17.18
1903.05,223.91,9.97,17.33
1903.06,211.54,10.02,17.09
1903.07,201.81,10.07,16.84
1903.08,195.33,10.11,16.60
1903.09,188.43,10.05,16.16
1903.10,184.43,10.21,16.11
1903.11,187.20,10.38,16.05
1903.12,195.84,10.43,15.80
1904.01,194.54,10.10,15.34
1904.02,185.05,9.77,14.90
1904.03,186.57,9.79,14.97
1904.04,193.38,9.81,15.05
1904.05,193.75,9.94,15.30
1904.06,194.05,9.84,15.20
1904.07,202.10,9.74,15.10
1904.08,206.53,9.52,14.83
1904.09,213.18,9.32,14.56
1904.10,225.70,9.22,14.47
1904.11,232.59,8.92,14.04
1904.12,234.87,8.83,13.95
1905.01,239.99,8.87,14.38
1905.02,250.52,8.92,14.80
1905.03,260.57,9.07,15.40
1905.04,257.40,9.12,15.84
1905.05,247.55,9.27,16.45
1905.06,250.46,9.32,16.89
1905.07,258.32,9.37,17.33
1905.08,264.89,9.31,17.56
1905.09,268.81,9.46,18.20
1905.10,272.59,9.51,18.64
1905.11,268.05,9.45,18.86
1905.12,271.59,9.39,19.07
1906.01,280.99,9.56,19.29
1906.02,278.99,9.73,19.50
1906.03,272.16,9.89,19.71
1906.04,268.46,10.06,19.93
1906.05,258.44,10.11,19.92
1906.06,261.82,10.28,20.13
1906.07,263.85,10.80,21.04
1906.08,277.00,10.72,20.78
1906.09,282.37,10.77,20.76
1906.10,267.97,10.69,20.52
1906.11,270.54,10.74,20.50
1906.12,265.23,10.78,20.49
1907.01,260.46,10.99,20.48
1907.02,246.97,10.85,19.82
1907.03,225.07,11.05,19.81
1907.04,226.15,11.14,19.59
1907.05,213.78,11.00,18.96
1907.06,204.79,10.97,18.55
1907.07,212.62,11.06,18.33
1907.08,196.69,11.15,18.11
1907.09,194.60,11.23,17.89
1907.10,171.67,11.20,17.50
1907.11,168.46,11.77,18.01
1907.12,180.94,12.12,18.18
1908.01,190.72,12.16,18.19
1908.02,185.81,12.20,18.21
1908.03,193.41,12.11,18.02
1908.04,201.58,11.88,17.63
1908.05,212.44,11.79,17.45
1908.06,212.72,11.69,17.26
1908.07,218.12,11.48,16.89
1908.08,227.48,11.38,16.71
1908.09,225.00,11.29,16.52
1908.10,225.31,11.08,16.16
1908.11,238.01,10.87,15.81
1908.12,240.84,10.67,15.47
1909.01,244.21,10.87,16.04
1909.02,234.70,10.85,16.27
1909.03,237.90,10.93,16.67
1909.04,243.45,10.80,16.72
1909.05,248.98,10.77,16.93
1909.06,250.81,10.75,17.15
1909.07,254.39,10.83,17.53
1909.08,257.93,10.81,17.74
1909.09,255.63,10.79,17.94
1909.10,251.65,10.66,17.96
1909.11,248.01,10.64,18.15
1909.12,248.54,10.62,18.34
1910.01,245.57,10.78,18.45
1910.02,236.80,10.84,18.39
1910.03,238.07,10.70,17.99
1910.04,230.16,10.66,17.76
1910.05,230.69,10.92,18.04
1910.06,221.70,11.08,18.15
1910.07,210.49,11.15,18.09
1910.08,217.70,11.32,18.20
1910.09,221.33,11.49,18.32
1910.10,238.53,11.90,18.81
1910.11,243.18,12.21,19.13
1910.12,236.39,12.28,19.07
1911.01,242.14,12.28,18.76
1911.02,254.18,12.67,19.05
1911.03,248.57,12.54,18.54
1911.04,255.57,12.94,18.82
1911.05,261.08,12.94,18.50
1911.06,266.31,12.94,18.18
1911.07,262.36,12.80,17.66
1911.08,242.02,12.40,16.80
1911.09,226.47,12.28,16.33
1911.10,227.77,12.28,16.02
1911.11,239.38,12.40,15.88
1911.12,242.97,12.54,15.74
1912.01,240.70,12.43,15.81
1912.02,236.13,12.32,15.89
1912.03,238.01,12.09,15.80
1912.04,238.22,11.76,15.57
1912.05,237.97,11.78,15.79
1912.06,240.33,11.92,16.18
1912.07,240.58,11.94,16.41
1912.08,243.68,11.84,16.48
1912.09,242.55,11.75,16.54
1912.10,242.05,11.77,16.77
1912.11,239.35,11.79,16.99
1912.12,233.00,11.92,17.39
1913.01,228.77,11.81,17.08
1913.02,220.65,11.81,16.93
1913.03,216.47,11.81,16.79
1913.04,216.23,11.81,16.65
1913.05,212.49,11.93,16.67
1913.06,199.74,11.81,16.36
1913.07,200.41,11.69,16.05
1913.08,205.76,11.69,15.91
1913.09,205.63,11.57,15.61
1913.10,199.12,11.57,15.47
1913.11,192.14,11.46,15.18
1913.12,193.82,11.57,15.19
1914.01,201.78,11.45,14.97
1914.02,206.49,11.44,14.90
1914.03,202.60,11.32,14.67
1914.04,199.74,11.32,14.59
1914.05,198.94,11.08,14.23
1914.06,197.97,10.96,14.00
1914.07,185.14,10.73,13.64
1914.08,181.51,10.40,13.16
1914.09,181.51,10.28,12.94
1914.10,183.31,10.26,12.85
1914.11,181.51,10.04,12.51
1914.12,175.43,10.02,12.41
1915.01,178.54,10.04,13.13
1915.02,177.91,10.17,13.98
1915.03,184.33,10.29,14.85
1915.04,196.23,10.20,15.43
1915.05,189.75,10.12,15.99
1915.06,191.90,10.14,16.71
1915.07,191.19,10.16,17.42
1915.08,199.30,10.18,18.14
1915.09,206.70,10.20,18.86
1915.10,216.02,10.12,19.38
1915.11,221.41,10.05,19.89
1915.12,221.88,10.06,20.60
1916.01,216.27,10.22,21.65
1916.02,213.26,10.47,22.91
1916.03,210.54,10.62,23.92
1916.04,206.27,10.76,24.95
1916.05,208.85,10.91,25.93
1916.06,208.93,11.05,26.90
1916.07,206.03,11.29,28.10
1916.08,205.68,11.43,29.04
1916.09,210.23,11.46,29.71
1916.10,212.91,11.48,30.34
1916.11,214.03,11.51,30.94
1916.12,203.66,11.64,31.80
1917.01,197.18,11.76,31.09
1917.02,181.41,11.69,29.89
1917.03,187.03,11.90,29.49
1917.04,175.45,11.54,27.68
1917.05,166.87,11.57,26.86
1917.06,167.64,11.59,26.05
1917.07,165.55,11.97,26.07
1917.08,158.18,11.99,25.28
1917.09,147.18,11.92,24.34
1917.10,137.14,11.93,23.61
1917.11,125.71,12.13,23.23
1917.12,119.66,12.14,22.52
1918.01,124.15,11.71,21.63
1918.02,127.03,11.46,21.06
1918.03,125.36,11.36,20.80
1918.04,122.40,11.03,20.08
1918.05,123.69,10.64,19.27
1918.06,122.18,10.33,18.61
1918.07,119.90,9.90,17.74
1918.08,118.66,9.55,17.02
1918.09,115.78,9.21,16.32
1918.10,118.43,8.89,15.64
1918.11,119.20,8.58,15.00
1918.12,115.42,8.33,14.46
1919.01,114.69,8.28,14.39
1919.02,117.26,8.38,14.58
1919.03,119.36,8.23,14.33
1919.04,121.11,8.04,14.00
1919.05,127.95,7.89,13.77
1919.06,131.38,7.85,13.69
1919.07,131.76,7.57,13.23
1919.08,120.81,7.40,12.94
1919.09,122.03,7.31,12.80
1919.10,126.13,7.15,12.52
1919.11,119.75,6.95,12.18
1919.12,113.78,6.76,11.86
1920.01,110.29,6.60,11.48
1920.02,100.14,6.51,11.23
1920.03,106.10,6.42,10.98
1920.04,102.13,6.21,10.53
1920.05,94.32,6.11,10.25
1920.06,91.35,6.00,9.98
1920.07,91.68,6.01,9.90
1920.08,90.25,6.14,10.01
1920.09,94.86,6.21,10.03
1920.10,95.46,6.22,9.95
1920.11,91.07,6.23,9.87
1920.12,84.62,6.34,9.94
